sentence,label
My high school basketball coach never lost his cool. He was a very centered cat .,1
I was so crunched after a couple hours of drinking.,1
The president and vicepresident are selected by vote of the citizens for fiveyear terms.,0
We sure showed up the other team.,1
She's all jazzed about buying a new car.,1
The grocery store is lights down .,1
He was cheesed off when his friend didn't show up.,1
Yo momma smell like Pudussy .,1
A man wearing a white coat is talking on the telephone.,0
I dated this girl Lexi right? An that thot fucked my best friend!,1
"Oh man, my dad's gonna shit Twinkies when he finds out I'm here!",1
"Yo , the cops are watchin' da block .",1
A blond woman taking a photo of her young son in his bedroom.,0
There are several yearround uses of the Horse Palace.,0
That frat-hole in the pathfinder just cut me off.,1
"He isn't gay, just heteroflexible .",1
In England car owners must pay a vehicle excise duty tax.,0
Im through listening to you.,0
The same year his wife Eileen died.,0
Please stop whining.  You're really getting on my last nerve .,1
We are continuously looking for hardworking professionals.,0
"Jeez , that was a terrible meal!",1
A woman sits at a picnic table eating with luggage.,0
The AllStar selection was the first of his career.,0
He done turned his Accord into a pimpmobile !,1
The community was originally the site of a Caddo village named Biff Springs.,0
A man in a blue dress shirt and jeans sits on concrete steps outside of a bank.,0
The light is placed atop a tall square steel base.,0
He's out cold .,1
His incelibacy led to him seeking out a matchmaker to help him improve his prospects with women.,1
All residents of the area were asked to take part via a postal vote.,0
The Layers represent a structure which is only of declarative nature.,0
Those fun bags sure are nice.,1
People are using conveyor belts to go up or down.,0
Albany was the only centre which resisted Leislers claims to leadership.,0
There is some guff left over in the kitchen if anyone is hungry.,1
I aced that history final.,1
A person drives in a red car.,0
Let's hobox your car before church.,1
Urban districts are Adnet Riedl Spumberg Waidach Wimberg.,0
"Hey, don't bluff .",1
She was bent when she saw what was really going on!,1
Two people on red motorcycle riding with a group of motorcyclist.,0
The Gypsy Horse is renowned for its gentle tractable nature and sensible disposition.,0
I've got to jet .,1
Force members try to get her to accept God.,0
Buggy was a Plowshare test designed to excavate a channel.,0
That was so seedy .,1
God! That gross movie was a cringe to the max I'm never watching that again!,1
Person A: <something funny> Person B: ROTFL !,1
Do you have the SAND to jump off that building into the pool.,1
The Act did not contain a list of large and small burghs.,0
Let's go burn a hooter .,1
A dog swimming in a pond.,0
Modern archaeologists have not agreed on whether the site of BaalathBeer can be identified.,0
What do you mean to do.,0
That bitch is a scrank .,1
Let my 9 millimeter bring up the heat .,1
The trains carried a standby motorman during the sixmonth trial period.,0
He's got a big boom stick .,1
Maaveh Ni Maa Ni Phuddi!,1
A young girl in glasses and sweatsuit swings a racket.,0
Louis narrowly defeated Hungarian forces with Pope Clements help.,0
While coffee was brewing I mentally reviewed  my chit list .,1
He didn't bump into you on purpose. Simmer down .,1
Where's the can ?,1
A man and woman walking down the street.,0
Two darkhaired men looking in bushes.,0
See below under Activities.,0
But I managed to stick it out and even to grin.,0
"When I pay off my student loans at the end of this month, I'm officially in the black !",1
Tyrone's T-Jones needs to get up off her lazy ass and get a job and quit living off the damn government.,1
What is the 7 AM movie schedules at Amco Entertainment.,0
They all met during office hours.,0
Save my seat.  I need to go relieve my bowels .,1
The village is centrally located within the town of Alden.,0
The army was organized into two corps.,0
Blackandwhite barred undertail coverts especially diagnostic in flight.,0
"Damn , Zach did you just shart ?",1
The play starred Roberta Maxwell and Dana Reeve.,0
"Hey, man that iphone is pretty and shiny, but it's is so old-school because it's not awesome like my new HTC 3d phone.",1
Let's get gacked .,1
The rich and diverse archaeological findings attest to strong international links and trade relations.,0
You don't need to beast out all weekend. Put down the books and come to the party.,1
These words are called Kansei words or Kansei Engineering words.,0
Joe is a right gorp . He's 7 and can't tell the time.,1
Find someone who tolerates your unique brand of lunacy.,0
Justin Bieber has a bad case of selfiediction .,1
"If you called him, he'd be tickled .",1
It was just a minor blip on my road to success.,1
Will ya shift me?,1
That was actually a pretty serious goof .  It might cost you your job.,1
We used to have an employee identification number its not needed now.,0
Shut-up you smut factory .,1
"I said goodbye to my family today. My heart is crying .  College, here I come.",1
He was getting all vexed .,1
He later became known as Bostons Favourite Son.,0
Some packages feature tools which will generate a graphical representation of a query plan.,0
Both the American and the Russian exercises were cancelled after the attack.,0
Conservation biology as an academic discipline is rooted in population biology.,0
I got mad sauce from my girlie last night.,1
Mary said she thought it would be funny to watch an animal die -- she's such a witch project !,1
He is editorinchief of the Encyclopedia of Biostatistics.,0
"Look, you can always pick out a cheeseburger at a hash bar here in Amsterdam, because of the way they react to the first time they can legally partake in cannabis culture.",1
Several promotions and relegations have followed since then.,0
A man smoking a cigar reading a paper in a city.,0
Yes I hated her.,0
The Hatter shook his head mournfully.,0
He started his career as a merchants clerk.,0
The smell is especially strong at the base of the stem.,0
He got a nice car.,1
A woman walking home with her groceries.,0
All news anchors also serve as reporters.,0
He is mostly famous in France for his pin ups.,0
Lick my clit .,1
Im going to roast some chestnuts.,0
A group of girls are cheering.,0
"it's okay, dw about it!",1
He doesn't love her.  He loves her minj .,1
Is he a good shag ?,1
It is regrettable that she has lost.,0
Look at all the fucks I give about the Oklahoma Tornado.,1
He got so bombed at the party last night.,1
Death and taxes are both unavoidable.,0
Shut up and bite the pillow !,1
Merrill executed a smooth landing thus making the first night landing ever in Anchorage.,0
Cooks making food for a customer that is eating in their restaurant.,0
Where's your old man ?,1
We thus have an analepsis and prolepsis in the very same scene.,0
He inherited the county of Rethel from his mother.,0
My fiance skunt her toe.,1
He sends Stokes on a sixmonth trip to Earth protecting a cargo of cash.,0
Look at that wonky car!,1
A man wearing black pants and a red and gray shirt bowling on lane 8.,0
We live in an interconnected society.,0
OMG that movie was freaky !  I was scared shitless .,1
Weve all been there.,0
New classical economics relied on the theory of rational expectations to reject Keynesian economics.,0
To pressure Giuliani Weingarten endorsed Alan Hevesi in the Democratic primary.,0
Not the least in the world.,0
The oyster didn't juice out when I opened it.,1
Its goal is communication above technology not the contrary.,0
Roslin Jonathan farmer.,0
This feature is intended for those with substantial sums invested in their wine collections.,0
It really frosts my muffin that she stole my homework.,1
It is located on the Vltava River just north of Prague the countrys capital.,0
What's the prognosis on the party?,1
Oh man that is chicky !,1
But however heres five shillings for you.,0
Unless a concurrent lung infection is present affected sheep continue to eat.,0
"I'm going out for the night, so call my cell phone or get at me .",1
You just got burned !,1
That degenerate is such a nigger .,1
That guy is n/g .,1
Ive got it I said.,0
Why my dear said I what beautiful flowers.,0
The design borrowed heavily from older American frigate designs such as Constitution and Chesapeake.,0
However situations such as retraining special duties or Air Forcelevel changes necessitate these distinctions.,0
Following each game a dance took place.,0
In Dharmic religions yogurt sweetened with honey is used while performing religious rituals.,0
Iain is defiantly a TOP and a very good one.,1
"Man , I am fungry 'cause I missed breakfast.",1
The tram will arrive in five minutes unless this timetable is wrong.,0
Dollars !,1
Guy: Why are you bugging me? Girl: Because you are a buggable person.,1
Now whoda done a mean thing like that.,0
Ellen Preis again won the bronze medal.,0
Throughout the networks history Encores logo has included a starburst mark.,0
All the ladies think she is a snert .,1
The village is recorded as Bartun in the Domesday Book.,0
He is so loaded right now!,1
"""Alamo Bay"" was an edgy movie on immigration.",1
Later the band was joined by the flute player Paddy Carty.,0
Look at the ass on that VU over there!,1
Path of the Furon.,0
"Past conditional: ""We would have been all , 'Why don't you go?'""",1
We need more meat in seats if we're going to make a profit off of this.,1
Today I'm really naked .,1
Just what I said.,0
Also the rescheduling imposes harsher punishment for possession.,0
They have adapted traditional Yolngu dance performances to accompany their music.,0
For real? Tight run dawg !,1
I'll be there fo' shizzle .,1
Paul wanted to sink through the floor.,0
"If you called him, he'd be tickled pink .",1
That bitch needs a dicksmack .,1
I'm working on the graph-printing problem in the background .,1
Already he had begun borrowing from the banks.,0
"This whole thing is FUBR , where not getting anywhere.",1
For Weigel Americas shortcomings do not excuse her from pursuing the greater moral good.,0
Chewing tobacco increases the risk of cancer.,0
Essentially Friedman advocated setting the nominal interest rate at zero.,0
Inside each box is a celebrity.,0
It is the thirdlargest county by area in Kansas.,0
Asians Afrikaners Portuguese and black Mozambicans speak their own languages.,0
I knew you B4 we went to the same school together.,1
Leave me Bertie.,0
It is also known as Tarandus.,0
He was the son of a Lutheran minister.,0
His moral compass is a little out of whack .,1
He sells rock .,1
"Man, the photocopier is Tango Uniform again!",1
It floated in water and cured the king from a terminal illness.,0
That party was a bust .,1
Popham was one of the most scientific seamen of his time.,0
That's a SpottieOttieDopalicious .,1
When Karen comes to pick up Megan Doob deliberately intimidates her.,0
The Lady is at present represented near Sir Leicester by her portrait.,0
A young girl dressed in black swings around on a rope with red ball at end.,0
But they did after she got back.,0
Who was my Susan Glenn ? Heather. She was totally my Susan Glenn .,1
We are having a cut party tonight!,1
No hope no adventure no old kings or destinies no treasure and no Pyramids.,0
Person A: Did you get really smashed last night? Person B: Fuckin' eh !,1
Yazmin is a bad bitch .,1
The first settlements discovered date from the Copper Age.,0
A woman poses as a street artist paints her picture.,0
The test was easy as pie .  I shouldn't have stressed so much about it.,1
They threw John in the hoosegow for a few days.,1
‘—so long as I get somewhere’ Alice added as an explanation.,0
All songs written by Saul Williams except where noted.,0
A cleaner worker is cleaning the walls of a subway.,0
It is one of the Farmville Four sororities founded at the university.,0
That girl's got some serious body karate !,1
That carpet is wonky !,1
He was buried at his familys seat Luton Hoo in Bedfordshire.,0
You can't install that on a vanilla model 360.,1
A man is sitting in an open mailbox.,0
The current District Officer of the BruneiMuara district is Dato Paduka Awang Haji Mohd.,0
It is located from Lisieux.,0
You need to take a bath.  I know you have nat bread .,1
A band playing a small gig in Baltimore.,0
The DJ was fired for accepting Payola .,1
That girl is bush !,1
In its early days Port Republic was known as Wrangleboro.,0
I left the car at the garage.,0
The presumption of innocence is a crucial legal concept.,0
You're off your tree you are!,1
You slut noob .,1
Dat shiz was off da Fa-sheezy .,1
That s a lot of traffic to be riding his bike in.,0
She gives the best knob job in the class.,1
Well thats all right.,0
Monica is such a ninny littlle girl.,1
Don't let that fool hooride you!,1
Its primary use in medicine was the treatment of schizophrenia.,0
This bitch is a dick -sucking thot .  Point blank.  Period!,1
I cannot tell you.,0
An older fireman with an orange work suit holding a brown water hose.,0
"Hey Buckaroo , how are you today?",1
She's a ski bunny .,1
Sorry but my dance card is full that night.,1
I'ma go ta da movies.,1
You don't know who Macbeth is? Did you ride the short bus to school?,1
Person 1: what time is dinner? Person 2: 6 Person 1: kthxbai,1
"Person A: What have you been up to? Person B: Oh, you know: same shit, different toilet .",1
How about a cold one ?,1
It is better to repay the debt early.,0
This cyclic ketone is a colorless volatile liquid.,0
"As meay , might sound too similar to me, sometimes wu is used as a differentiating form.",1
You got tickets to the show? Boy howdy !,1
Then he bent once more over the woman.,0
You minty !,1
Private Jones is a vert .,1
He did find it soon after dawn and not far from the sand pits.,0
That shit was making me feel loopy .,1
The Shin Bet has accused them of kidnapping the Yeshiva students.,0
An AngloSaxon brooch has also been discovered near Wood House Farm in North Hylton.,0
My older hens have quit laying eggs. It's the dreaded henopause at work.,1
How long have I been here.,0
It was formerly known for the Rossitten Bird Observatory and the Rossitten gliding school.,0
A guy is on one hand throwing his feet up surrounded by a crowd.,0
The squirrel fell down the hill and landed in the water. Kerplunk !,1
Please wear appropriate footwear.,0
"Listen ass-wipe , you say one more word and I'm gonna knock you out!",1
A baseball player sliding toward second base.,0
That guy is fit .,1
Let's go get plastered !,1
He was noted for his scientific temper and for drawing from original sources.,0
That drink was Michael Mouse .,1
There is something cold there said Tuppy with growing cheerfulness.,0
I am against war Osman said.,0
It would be ideal if the WiFi were gratis.,0
I can't believe she would do that to you! That's pretty whack .,1
She had too much to drink so she horked in the bushes.,1
Several music videos have been filmed but most remain unreleased outside Japan.,0
Person 1: Are you going to hang out with your brother this evening? Person 2: It depends on when he gets off work.  It'll be a game-time decision .,1
I can't believe she went there .,1
He's in the shit house taking a dump.,1
The Labour Party have been strongest in the other two wards to date.,0
That girl was a wretched Hottie!,1
Stop spacing out and work on your homework.,1
Picking up coins off the floor again?  What a scav !,1
I'm going to jank that French fry.,1
A woman sits at an outside stand with several hand made crafts for sale.,0
We going to play smash at this guy's joint .,1
Their high school courses are rinky-dink .,1
She is such a manizer ... she has a new guy every week!,1
After finally confronting her own image in the mirror Clare begins to cry profusely.,0
Person A: What are you doing tonight? Person B: Zippo .,1
"Alright dorkus , don't try to tell me you weren't fooled!",1
Where can I lodge him for the present.,0
Necdet Kent married and had children.,0
He told you that he's royalty?  He's so full of crap his eyes are brown.,1
Perier refused to have anything to do with Laffittes ministry.,0
As they drive away Loren says that Katherine is pregnant.,0
"Iite , cool.",1
The third place was either Coes or Elliotts.,0
Let's munson that kid.,1
A lady explaining with hands that it was this big.,0
"He's screaming, cursing, and talking to someone unseen.  I think he's 5150 .",1
Rick is mistaken my dear he would say to her.,0
I need to take my poodle to the groomers. Toodleoo !,1
That movie was the bazomb !,1
He's a real trip .,1
That guy keeps spamming.  Can a moderator please boot him?,1
"We all had such a great time, it was so FAS (fun as shit!"")",1
There is a person in the ocean surfing.,0
A bride and groom having their pictures taken at the top of the stairs.,0
This newspaper page is no longer dedicated to Hanson exclusively.,0
"My brother says that he'll pay back the money he owes you, but I think we both know he's FOS .",1
"He was like , ""Why did you say that?''",1
"Person A: Be easy , dude . Person B: Yeah, you too.",1
You can find me in the trap .,1
A man sits in his car with his arm resting on the door.,0
Let me tell you a little story.,0
Prana is often referred to as the life force or life energy.,0
Similarly Tony Oklend found ore in a boulder during World War I.,0
"No one wanted to room with Billy, he was a roach .",1
"Compared to my daughter Gunjan, I'm completely e-tarded .  If I ever have a problem with my iPhone or computer, I call her first.",1
"Person A: Give me a Pop-Tart. Person B: Okay, but you'd better max that real quick - I don't want you eating in my car.",1
We need to check the mail .,1
She went ape shit when she found out her boyfriend had cheated on her.,1
Eventually however he ironed out the mistakes and found that the invention worked perfectly.,0
A surfer in blue rides a wave.,0
An older woman with three children and one of the children is crying.,0
They are usually trailing epiphytes with brightly colored flowers that are pollinated by sunbirds.,0
What do they look like.,0
I've been clean for three months.,1
The Director was decisive and accurate.,0
The Bhotiya are experienced in the use of medicinal plants.,0
Doctor Watson became the magazines president while Thayer took up the post of editor.,0
Let's get schmammered tonight!,1
That guy's a real cock master .,1
My little sister can be such a turd !,1
"I'd stay away from that guy, he looks dodgy .",1
That curry we had last night was the dogs bollocks .,1
Claims that it improves tomato growth and makes them taste better remain unsubstantiated.,0
Could we swing by the store?  I need to pick up some ciggies .,1
This ain't fo no fuck nigga .  #allgoldeverythang.,1
He got all spiffed out for the clubs.,1
John J Santucci.,0
About a month later John Moyers resigned that position.,0
Benettons double podium finish ensured that they scored points in every round.,0
Let's get stinky tonight!,1
I hit my melon playing baseball.,1
These eggs are then excreted together with the faeces.,0
The terms Ester and Ketone were introduced by Gmelin.,0
"Look out, la migra 's everywhere right now.",1
Check out that roley bling on his wrist!,1
How about you munch on my tube steak ?,1
She's a pissy stick !,1
I haven't used a Hockey Puck since college.,1
My friend said I was a chump .,1
Well fuck me in the ass with no Vaseline .  That is going to be a hard test.,1
It is on the Jubilee line between and stations.,0
She's got a nice caboose .,1
Today many public and private estates can be found in the area.,0
"Time for bed, son.  Put on your jammies .",1
A gray bird flies over the water by some rocks.,0
Me and Dan went to the pub last night and got toe up .,1
I feel like a shmuck misspelling schmuck .,1
NFI how I keep losing my keys.,1
Meh !,1
Fuck was that?,1
It hurts when I snough .,1
People who watch Jersey Shore are gay .,1
Best ever chocolate crepe recipe.,0
The Buona Vista estate is centred around Holland Close Holland Avenue and Holland Drive.,0
"Yo , Dante is such a pookie .",1
"That far-right bigot is a fascist cun . Even though you're a cun , I respect you ... almost.",1
I do that on the daily .,1
John Lanham is currently Chairman of the Parish.,0
I died .,1
He's been huffing and puffing around the apartment all day.,1
Let me hold something until later?  (Let me borrow some money until I get paid.),1
"Yay , nana is coming to visit!",1
You know I dont said I.,0
Its only leader was Bajram Omeragić.,0
I don't know what you're talking aboot .,1
"Woah, that girl's loaded !",1
However the importance of the districts has been decreasing.,0
I just let a squeaker go.(or by itself) Squeaker !,1
Do you want to get dirty ?,1
Also known as a Legal Description.,0
That little bimbo is nothing but a seed eater .,1
A man is rockclimbing up the side of a cliff.,0
"Damn, that boy has some lickable chops .",1
They used to trip but now they're going out.,1
That guy doing bench press in the gym is swole .,1
Check out her femmullet .,1
When his advances towards Lucien remain fruitless Georges starts a special friendship ie.,0
On the second anniversary of martial law Marcos issued Presidential Decree No.,0
Two dogs are running across a grassy field.,0
Trego County is divided into seven townships.,0
Coach Gail Goestenkors then at Duke University successfully recruited Beard.,0
They decided that it was sort of true.,0
The bouncers busted on some drunk guy last night.,1
in Madrid later that year he would meet Luce Moreau who became his wife.,0
Two opposing hockey players collide.,0
His business was taken over by John Overton.,0
A young girl in a pink tank top is holding her drink and staring at the camera.,0
"Come here, bucky !",1
all the fancy chrome and mirrors they put on that hooptie car didn't make up for how boring and tasteless it really was.,1
"I stopped running while my ankle was healing, but now I'm back in the saddle .",1
The Serbian established himself as the clubs deadball specialist penalty taker and leader.,0
"u hve such a ratchet shirt on, grl .",1
Defence Minister Eggleton described the action as fully within the bounds of international law.,0
The word “Elul” is similar to the root of the verb “search” in Aramaic.,0
This last work was never published and likely has not survived.,0
A man in a button up shirt is playing the xylophone.,0
The autonomous ship floated closer to receiving its flying cargo.,0
"She's a seven-eleven , ""open"" 24 hours a day!",1
Be assured that he does not.,0
That's a Gunther truck.,1
Lalonde scored the firstever goal for the Montreal Canadiens.,0
What kind of benes does McDonald's offer?,1
The layers of bedrock were built into mountains as the continental plates shifted.,0
"Since I won the lottery, I've been shitting money .",1
And I wish Id never met one.,0
She was the fifth of Fred and Evelyn Coachmans ten children.,0
Hartley however finds these reasons for representative agent modelling unconvincing.,0
The Reddit hivemind clearly didn't like your comment.,1
Pull into the suicide lane .  It'll be easier to merge that way.,1
People in the Loveless universe lose their animal features when they lose their virginity.,0
Crossroads is Riverdales Middle School Literary and Art Magazine.,0
Just got my new Jordan's.  They're baller .,1
Later conversion to a tea warehouse added interstitial floors.,0
What a killer guitar solo!,1
Teams would then be sent out onto the ice to kill seals.,0
That bitch ain't nothin' but a gash .,1
That was the first false step taken by Helene.,0
She's such a flake .,1
Diamonds future is at risk here.,0
images are missing images are missing images are missing images are missing images are missing images are missing.,0
Cat: Meow ! Meow ! Owner: Are you hungry?,1
You mean it worked? BOOYAH !,1
I tossed off my boyfriend last night.,1
The term can take on specific conventional meanings in the grammars of particular languages.,0
The contract is paid for by Lincoln Acres landowners property taxes.,0
"Hey, could you hand me that do-hickey over there?",1
Your so noob .,1
He's a big softy .,1
The adventure film stars Wallace Beery Barbara Bedford Lillian Hall and Alan Roscoe.,0
I goofed .,1
Galtons process involved the photographic superimposition of two or more faces by multiple exposures.,0
The newspaper was rolled up then secured with a binder before tossing it on the poarch.,1
"Hey, man what it do?",1
Daddy Yankee wrote or cowrote all tracks and is credited as executive producer.,0
She saw the world in black and white - people were either good or bad.,1
Film director Víctor Erice was born there.,0
"Man , your breath kicks !",1
Can I tongue punch your fart box ?,1
Neumann is married to Danish actor Paul Hüttel they have one daughter.,0
You will need a pin in order to use a bankcard.,0
I got a serious jones for him.,1
I'm gonna go visit my baby mama .,1
I hear you queeb when we have sex doggy style.,1
In peak hours service frequency is increased to one train per hour.,0
"Hey Bill, have you seen that LEGO Porsche thing? I heard it's a CopyDog .",1
The film was their graduation project for film school.,0
What's up with this frickin' traffic jam.,1
These parts are NFG .,1
The girl gave her boyfriend a ruby shower when she was on her period.,1
This is a pretty good lolly .,1
That deal sounds rather sketchy .,1
The archbishop of Bar was later named Primas Serbiae.,0
This town is breeder central.,1
He achieved the rank of captain.,0
At an early age William was interested in earthworks and mechanics.,0
He is interred at Forest Hill Cemetery Madison Dane County Wisconsin.,0
Check out that guy over there.,1
Its not something Ive ever done.,0
I'm gonna crack you in your mouth if you don't pipe down !,1
"Dude , you're shook !",1
He’s an AngloSaxon Messenger—and those are AngloSaxon attitudes.,0
Two men and a woman are having a conversation on the street.,0
The notes the teacher gave us were way to cunfuzzeling .,1
Your little brother is such a scrub !,1
Three songs from this album were released on singles.,0
Two men watching another man in a blue hard hat working.,0
My Bad was originally My Bag.  It was common as far back as the 1940s and into 80s.  The origin of this phrase actually comes from the card game Spades.  The player that predicted wrong would say to his partner my bag meaning my fault.  Spades originated in the Midwestern United States in the late 1930s.  It was invented by college students who enjoyed both Whist and Bridge.  The game really took off during WWII.  It spread to factories and offices all across the country. Today there are clubs and tournaments and it's popular on the internet.,1
"My naa-naas are freezing together, it's so cold.",1
Occasionally she enters cross country events.,0
Person A: So what happened with the CEO's wireless? Person B: That support request goes in the PICNIC file.,1
Pups are black at birth but molt at about three months old.,0
Points of view new ideas life.,0
A group of young people stand around waiting for something.,0
Man I am so ducking plastered .,1
A man is standing upright on a motorcycle.,0
Its unwise to pay too much but its worse to pay too little.,0
James is still getting up to speed .,1
The two deleted scenes primarily show the racism in the town of Garrison.,0
A gymnast is twirling a very pretty ribbon.,0
In Pegasus Earth discovers more enemies including the lifeconsuming Wraith and the nanite Asurans.,0
"I've just been to the scab lifter , I think I caught it from that lumpy matelot [See 'Lumpy matelot']",1
A stuffed chair slipped from the moving van.,0
"When my boyfriend walked in on me with his best friend, I thought he was going to wig out .",1
"I was fat , like, completely tired.",1
We're going to bail .,1
There was an accomplice within the villa.,0
"This is my turf , now get off.",1
Quite possibly it may come off.,0
That was pure champagne football!,1
Im not going very far the alchemist answered looking straight into the eyes of the horsemen.,0
I bought this cruddy blender and the damn thing had rusting parts.,1
The kid I babysit is such a brat .,1
"Here, take a toke off this .",1
I hear he's raking in six figs at his new firm.,1
He screwed that interview.,1
Barry Ferguson was named caretaker manager upon Inces dismissal.,0
In rapid speech the enclitic hyume often becomes yuhme or even yume.,0
Stop being such an ass monkey !,1
A blivit is 10 pounds of shit in an eight pound.,1
Yay !,1
Waste disposal workers help keep our communities clean.,0
I think its marvelous.,0
Maple Ridge Township was named from a hill where sugar maple trees grew.,0
This is beneficial for consistent and smooth flight performance.,0
Would you fess up ?,1
That girl must be riding the cotton pony !,1
The reason I was out of it was that I hadn't eaten in a couple days.,1
"Kid: Ma , can I have a dip of your Skoal? Mother: I'm out, go ask you duncle . Kid: Where is he? Mother: Out in the garage with your brosin.",1
A kind of angry smile just dawns upon her face.,0
The team plays its home games at Tipsport Arena.,0
He returned to Rhodesia as a police sergeant and resumed his career.,0
"Question: Hey, can I talk to you about the programming assignment for CS61A? Response: AFK .",1
Look at those fudge packers .,1
You can drive a tank? Shyeah !,1
His mom caught him pulling his pud .,1
Firefox is a memory hog .,1
My cat will come at the drop of a hat when I call her to sit on my lap.,1
when is The Statue showing.,0
Aint it a pity.,0
My girlfriend has a sexy MILF .,1
"Guise , I didn't win the lottery.",1
The Manoogian family is no longer involved in the management of the company.,0
"Man, we live in Dullsville , USA.",1
He kept and wanted to keep a foot in each.,0
I can't believe she fell for that!,1
Annie Ross appeared on Blues Backstage and also on the song Centerpiece.,0
The record eventually became one of the eras defining recordings.,0
"When Chasey dumped him, he almost shit a brick !",1
Sir Leicesters magnificence explodes.,0
The yellowrumped honeyguide is sparrow sized and has a stout finchlike bill.,0
Coomes has done much recording work with other bands mostly on keyboards and bass.,0
Nicely dressed woman pose for pictures or stand and talk while passersby stroll by a fountain.,0
Another word for for hawthorn is may.,0
Let go to McDucks and get some McNuggets.,1
Her spirit was broken by the horrors of the nights adventure.,0
Do the roses compete in athletic events.,0
I went to town on myself last night.,1
I shouldn't have eaten all that Indian food.  There's a level 3 poonami warning for tonight.,1
I asked him to vet that policy statement.,1
The movie sold out? Boo .,1
She made a little dolly out of a clothes peg.,0
"I don't like him, but he does have a really flash car.",1
"LF a female roommate, mid 20s.",1
I went back to where we had started.,0
Hook it up with the greens .,1
My work car is just a beater .,1
Tournai is a Belgian association football club from the city of Tournai Hainaut.,0
Individual subscriptions also are available to certain journal titles through the journal publisher.,0
We've captured 50% of the 18 - 24 demo .,1
Two boys having fun throwing rocks into the pond.,0
The school is traditionally associated with the Church of Ireland.,0
"Hey, ma net , hurry it up!",1
This world in going into the crapper .,1
A woman is walking on the sidewalk with another person following behind her.,0
A caucasian male toddler sweeps the tiled floor.,0
The Hindu celebration is often referred to the Siparia Fete.,0
Thats a fascinating story tell me more.,0
I gots to make that paper .,1
Don't be all actin' brand new .,1
Despite this return Parnaby went on to make twentyone appearance for the club.,0
A girl with a black bag in a cramped position on a train.,0
Mother of god that was a close call.,1
Don't fake on me.,1
Together with a number of Japanese deserters they engaged the French.,0
I will go to the bowling alley for shizzle .,1
a tan dog swimming in some water.,0
TYSM .,1
You can reduce the quality of the anisotropic filter to gain some performance.,0
goodie long time no see.,1
"Bro, I'm so stiff rn",1
I thought they were dreadful but they were not written by Richard.,0
I'm having a party tonight.  Come over and throw down with us.,1
Mr. Wilson is a fritata .  I like him better than all the other teachers in the school.,1
And well be at Larissas Bar up the street.,0
Don't kipe my sandwich!,1
"Hey you, shamone .",1
The modifications to the exterior included revised headlights and taillights.,0
This shirt is young on me.,1
"(song- 'Juicy' by- TYGa) "" AP on the same hand I smack her ass with.",1
Twist the valve and release hot steam.,0
I'm about to drain the main vain .,1
"I had a box lunch at the ""Y"" with Sally today.",1
Load up that pink sticky .,1
"After working so hard today, I'm knackered .",1
That live DMB CD is hoopy !,1
This class is the shizz .,1
Nearby landmarks include Rosedale Heights School of the Arts and Saint James Cemetery.,0
The Impressionists Fauvists and the Abstract Expressionists tended strongly to be painterly movements.,0
The mosaics make use of motifs from Swedish history.,0
I love downhome cooking.,1
How long have you had this bruise.,0
Be my rock .,1
What a flaming costume.,1
The host nation is Canada.,0
Forten worked with many freedmen and their children on Saint Helena Island.,0
Bop to that!,1
You must have balls of steel showing your face in here.,1
I'm bummed that I lost my job.,1
To advise on patent law we need the services of an intellectual property specialist.,0
The drivers seat is on the left and commanders seat is on the right.,0
According to the Register potential employers used entries to screen job applicants.,0
I took a swig from the bottle.,1
The Tertiary sector is the economic basis of Nova Granada.,0
My wife is a homestay mother.,0
Wow! That person is such an Aberzombie would it kill them to be a little individual every now and then.,1
Carls age group only changes clothes infrequently and with little changes.,0
The whole division got the ax .,1
"Man, my old lady is really cracking the whip on me to get the lawn mowed.",1
The randomness of these sequences has been examined by diehard tests.,0
"Yo , that shit is juvie !",1
Dig it john.,1
Im bout to spaz out on Amazia.,1
I could have told the man it was no use.,0
Two men sleep in a bed in a store while children look on.,0
"Hey, I'm five by five , but you need to chill out .",1
Now you listen to me.,0
I gots to go.,1
Right up the chuffbox .,1
Wh0 r j00 ?,1
She only dates scutters .,1
Applications in electronics once important have been mostly supplanted by silicon semiconductor devices.,0
Originally one could not print from the Model One without purchasing an Expansion Interface.,0
In Americas first manned space program Project Mercury the astronauts named their individual spacecraft.,0
"Oh man, I smell a funk !",1
A wooden pillar stood in the middle.,0
I just skeet skeet in yo eye.,1
I simply cannot believe you didn't go to the event.  All the glitterati were there!,1
In February it will be our anniversary.,0
The lava rapidly cools and solidifies as the bubbles grow.,0
I'm riding my grid tonight.,1
"Man, my ass is playing some anal acoustics today!",1
Ada why should you not speak to us.,0
What's up gordita ?,1
"You better make sure you're on point yourself before criticizing the staff for not wearing t-shirts under their scrubs, boss !",1
She had a bad cough.,0
Should we get a boba drink from boba gays ?,1
My first computer only had 64 K of memory.,1
Occasionally duets are an improvisation between artists such as Under Pressure.,0
Pedestrian access is via Constitution Hill.,0
A war cemetery exists in their memory.,0
"Dude, you're so moist !",1
This wedge prevents the trailer from rolling down the slope in case of brake failure.,0
Lake Lemon still serves as a backup water source for Bloomington.,0
That shot was a real snipe !,1
I'm beginning to see your true colors .,1
a woman wearing a tshirt that says Obama.,0
In these romantic surroundings.,0
"Since I got my hair cut, I feel like a million bucks .",1
She gives good gobbie .,1
Rate Hope Was Here a one of 6.,0
But she had become an automaton.,0
That chick digs me. Fucking A !,1
